delay,training steps,traffic intensity,tm
2.465,80K,62.5%,625_85
2.086,80K,62.5%,625_86
2.027,80K,62.5%,625_87
2.303,80K,62.5%,625_88
1.799,80K,62.5%,625_89
2.267,80K,62.5%,625_90
1.822,80K,62.5%,625_91
2.387,80K,62.5%,625_92
1.611,80K,62.5%,625_93
1.885,80K,62.5%,625_94
2.667,80K,62.5%,625_95
1.824,80K,62.5%,625_96
2.229,80K,62.5%,625_97
2.142,80K,62.5%,625_98
2.001,80K,62.5%,625_99
1.971,80K,75%,750_0
2.687,80K,75%,750_1
1.382,80K,75%,750_2
2.424,80K,75%,750_3
3.73,80K,75%,750_4
2.691,80K,75%,750_5
2.232,80K,75%,750_6
2.768,80K,75%,750_7
2.448,80K,75%,750_8
3.068,80K,75%,750_9
2.591,80K,75%,750_10
2.94,80K,75%,750_11
2.429,80K,75%,750_12
2.185,80K,75%,750_13
3.472,80K,75%,750_14
3.093,80K,75%,750_15
2.49,80K,75%,750_16
3.684,80K,75%,750_17
4.069,80K,75%,750_18
2.697,80K,75%,750_19
2.267,80K,75%,750_20
2.891,80K,75%,750_21
2.997,80K,75%,750_22
2.473,80K,75%,750_23
4.44,80K,75%,750_24
2.77,80K,75%,750_25
2.186,80K,75%,750_26
2.606,80K,75%,750_27
2.298,80K,75%,750_28
3.011,80K,75%,750_29
3.086,80K,75%,750_30
2.38,80K,75%,750_31
3.691,80K,75%,750_32
2.848,80K,75%,750_33
2.263,80K,75%,750_34
2.736,80K,75%,750_35
2.4,80K,75%,750_36
3.062,80K,75%,750_37
2.68,80K,75%,750_38
2.324,80K,75%,750_39
2.706,80K,75%,750_40
4.128,80K,75%,750_41
2.794,80K,75%,750_42
4.078,80K,75%,750_43
2.782,80K,75%,750_44
2.261,80K,75%,750_45
2.894,80K,75%,750_46
2.49,80K,75%,750_47
3.448,80K,75%,750_48
2.585,80K,75%,750_49
2.743,80K,75%,750_50
2.382,80K,75%,750_51
3.691,80K,75%,750_52
2.718,80K,75%,750_53
3.387,80K,75%,750_54
3.431,80K,75%,750_55
2.832,80K,75%,750_56
2.72,80K,75%,750_57
2.871,80K,75%,750_58
3.442,80K,75%,750_59
2.242,80K,75%,750_60
3.45,80K,75%,750_61
2.945,80K,75%,750_62
2.568,80K,75%,750_63
2.479,80K,75%,750_64
1.987,80K,75%,750_65
2.738,80K,75%,750_66
2.367,80K,75%,750_67
2.816,80K,75%,750_68
2.285,80K,75%,750_69
1.914,80K,75%,750_70
2.862,80K,75%,750_71
2.382,80K,75%,750_72
2.99,80K,75%,750_73
2.925,80K,75%,750_74
3.651,80K,75%,750_75
3.382,80K,75%,750_76
1.814,80K,75%,750_77
1.595,80K,75%,750_78
2.803,80K,75%,750_79
3.497,80K,75%,750_80
2.615,80K,75%,750_81
3.17,80K,75%,750_82
2.845,80K,75%,750_83
2.34,80K,75%,750_84
2.426,80K,75%,750_85
2.53,80K,75%,750_86
3.367,80K,75%,750_87
4.16,80K,75%,750_88
3.636,80K,75%,750_89
2.374,80K,75%,750_90
2.364,80K,75%,750_91
2.875,80K,75%,750_92
3.609,80K,75%,750_93
1.659,80K,75%,750_94
4.122,80K,75%,750_95
1.852,80K,75%,750_96
2.75,80K,75%,750_97
2.634,80K,75%,750_98
1.971,80K,75%,750_99
3.355,80K,87.5%,875_0
4.327,80K,87.5%,875_1
3.708,80K,87.5%,875_2
2.641,80K,87.5%,875_3
2.35,80K,87.5%,875_4
2.893,80K,87.5%,875_5
2.646,80K,87.5%,875_6
3.288,80K,87.5%,875_7
2.819,80K,87.5%,875_8
3.124,80K,87.5%,875_9
3.331,80K,87.5%,875_10
2.996,80K,87.5%,875_11
2.447,80K,87.5%,875_12
2.562,80K,87.5%,875_13
2.975,80K,87.5%,875_14
2.077,80K,87.5%,875_15
3.078,80K,87.5%,875_16
2.583,80K,87.5%,875_17
2.421,80K,87.5%,875_18
3.959,80K,87.5%,875_19
2.219,80K,87.5%,875_20
2.982,80K,87.5%,875_21
2.562,80K,87.5%,875_22
3.791,80K,87.5%,875_23
3.252,80K,87.5%,875_24
3.758,80K,87.5%,875_25
2.66,80K,87.5%,875_26
2.664,80K,87.5%,875_27
2.903,80K,87.5%,875_28
3.047,80K,87.5%,875_29
2.882,80K,87.5%,875_30
3.28,80K,87.5%,875_31
2.681,80K,87.5%,875_32
2.44,80K,87.5%,875_33
3.063,80K,87.5%,875_34
2.614,80K,87.5%,875_35
3.418,80K,87.5%,875_36
2.776,80K,87.5%,875_37
2.783,80K,87.5%,875_38
2.812,80K,87.5%,875_39
3.177,80K,87.5%,875_40
3.048,80K,87.5%,875_41
3.352,80K,87.5%,875_42
2.856,80K,87.5%,875_43
2.952,80K,87.5%,875_44
2.874,80K,87.5%,875_45
2.706,80K,87.5%,875_46
6.644,80K,87.5%,875_47
3.122,80K,87.5%,875_48
2.642,80K,87.5%,875_49
3.643,80K,87.5%,875_50
2.551,80K,87.5%,875_51
5.077,80K,87.5%,875_52
3.2,80K,87.5%,875_53
3.242,80K,87.5%,875_54
3.971,80K,87.5%,875_55
2.88,80K,87.5%,875_56
2.926,80K,87.5%,875_57
2.675,80K,87.5%,875_58
4.992,80K,87.5%,875_59
3.309,80K,87.5%,875_60
2.741,80K,87.5%,875_61
2.831,80K,87.5%,875_62
2.982,80K,87.5%,875_63
3.5,80K,87.5%,875_64
2.369,80K,87.5%,875_65
2.387,80K,87.5%,875_66
4.862,80K,87.5%,875_67
2.769,80K,87.5%,875_68
3.439,80K,87.5%,875_69
3.202,80K,87.5%,875_70
2.706,80K,87.5%,875_71
2.19,80K,87.5%,875_72
3.927,80K,87.5%,875_73
4.703,80K,87.5%,875_74
3.075,80K,87.5%,875_75
2.855,80K,87.5%,875_76
2.427,80K,87.5%,875_77
2.921,80K,87.5%,875_78
3.185,80K,87.5%,875_79
4.457,80K,87.5%,875_80
2.998,80K,87.5%,875_81
2.566,80K,87.5%,875_82
2.659,80K,87.5%,875_83
3.106,80K,87.5%,875_84
2.89,80K,87.5%,875_85
2.923,80K,87.5%,875_86
2.726,80K,87.5%,875_87
5.557,80K,87.5%,875_88
2.566,80K,87.5%,875_89
3.849,80K,87.5%,875_90
3.069,80K,87.5%,875_91
3.181,80K,87.5%,875_92
2.654,80K,87.5%,875_93
2.714,80K,87.5%,875_94
3.017,80K,87.5%,875_95
2.16,80K,87.5%,875_96
2.31,80K,87.5%,875_97
3.739,80K,87.5%,875_98
3.153,80K,87.5%,875_99
2.26,80K,100%,1000_0
2.918,80K,100%,1000_1
3.792,80K,100%,1000_2
3.368,80K,100%,1000_3
3.552,80K,100%,1000_4
3.121,80K,100%,1000_5
3.054,80K,100%,1000_6
3.2,80K,100%,1000_7
4.006,80K,100%,1000_8
3.689,80K,100%,1000_9
3.709,80K,100%,1000_10
4.815,80K,100%,1000_11
3.484,80K,100%,1000_12
2.741,80K,100%,1000_13
3.448,80K,100%,1000_14
3.832,80K,100%,1000_15
3.581,80K,100%,1000_16
3.22,80K,100%,1000_17
3.649,80K,100%,1000_18
2.699,80K,100%,1000_19
3.859,80K,100%,1000_20
5.189,80K,100%,1000_21
3.317,80K,100%,1000_22
5.679,80K,100%,1000_23
5.464,80K,100%,1000_24
2.637,80K,100%,1000_25
4.192,80K,100%,1000_26
3.841,80K,100%,1000_27
4.53,80K,100%,1000_28
2.366,80K,100%,1000_29
3.858,80K,100%,1000_30
2.929,80K,100%,1000_31
3.186,80K,100%,1000_32
3.805,80K,100%,1000_33
4.003,80K,100%,1000_34
3.845,80K,100%,1000_35
6.933,80K,100%,1000_36
3.185,80K,100%,1000_37
2.848,80K,100%,1000_38
3.941,80K,100%,1000_39
3.448,80K,100%,1000_40
4.638,80K,100%,1000_41
4.09,80K,100%,1000_42
4.535,80K,100%,1000_43
3.176,80K,100%,1000_44
3.116,80K,100%,1000_45
3.637,80K,100%,1000_46
3.091,80K,100%,1000_47
3.558,80K,100%,1000_48
4.435,80K,100%,1000_49
3.332,80K,100%,1000_50
2.882,80K,100%,1000_51
3.387,80K,100%,1000_52
2.601,80K,100%,1000_53
3.494,80K,100%,1000_54
3.549,80K,100%,1000_55
3.469,80K,100%,1000_56
3.218,80K,100%,1000_57
3.557,80K,100%,1000_58
3.237,80K,100%,1000_59
3.232,80K,100%,1000_60
2.764,80K,100%,1000_61
3.051,80K,100%,1000_62
3.755,80K,100%,1000_63
3.38,80K,100%,1000_64
3.482,80K,100%,1000_65
3.825,80K,100%,1000_66
2.885,80K,100%,1000_67
2.933,80K,100%,1000_68
3.197,80K,100%,1000_69
3.173,80K,100%,1000_70
2.854,80K,100%,1000_71
2.263,80K,100%,1000_72
3.163,80K,100%,1000_73
3.197,80K,100%,1000_74
2.936,80K,100%,1000_75
4.475,80K,100%,1000_76
2.737,80K,100%,1000_77
3.572,80K,100%,1000_78
2.613,80K,100%,1000_79
3.858,80K,100%,1000_80
2.299,80K,100%,1000_81
4.371,80K,100%,1000_82
3.753,80K,100%,1000_83
2.737,80K,100%,1000_84
2.833,80K,100%,1000_85
4.125,80K,100%,1000_86
3.126,80K,100%,1000_87
3.052,80K,100%,1000_88
2.995,80K,100%,1000_89
3.636,80K,100%,1000_90
4.097,80K,100%,1000_91
4.122,80K,100%,1000_92
3.694,80K,100%,1000_93
2.656,80K,100%,1000_94
3.73,80K,100%,1000_95
3.108,80K,100%,1000_96
3.245,80K,100%,1000_97
3.151,80K,100%,1000_98
3.849,80K,100%,1000_99
4.945,80K,112.5%,1125_0
3.165,80K,112.5%,1125_1
3.211,80K,112.5%,1125_2
4.474,80K,112.5%,1125_3
3.148,80K,112.5%,1125_4
4.051,80K,112.5%,1125_5
4.728,80K,112.5%,1125_6
4.095,80K,112.5%,1125_7
3.124,80K,112.5%,1125_8
4.291,80K,112.5%,1125_9
4.681,80K,112.5%,1125_10
3.704,80K,112.5%,1125_11
2.634,80K,112.5%,1125_12
7.016,80K,112.5%,1125_13
3.904,80K,112.5%,1125_14
2.942,80K,112.5%,1125_15
3.245,80K,112.5%,1125_16
3.765,80K,112.5%,1125_17
7.113,80K,112.5%,1125_18
3.548,80K,112.5%,1125_19
3.536,80K,112.5%,1125_20
2.955,80K,112.5%,1125_21
3.921,80K,112.5%,1125_22
3.344,80K,112.5%,1125_23
3.315,80K,112.5%,1125_24
3.926,80K,112.5%,1125_25
2.777,80K,112.5%,1125_26
4.762,80K,112.5%,1125_27
2.656,80K,112.5%,1125_28
3.917,80K,112.5%,1125_29
3.708,80K,112.5%,1125_30
4.041,80K,112.5%,1125_31
4.971,80K,112.5%,1125_32
3.705,80K,112.5%,1125_33
4.566,80K,112.5%,1125_34
3.593,80K,112.5%,1125_35
3.37,80K,112.5%,1125_36
3.533,80K,112.5%,1125_37
4.477,80K,112.5%,1125_38
3.81,80K,112.5%,1125_39
3.831,80K,112.5%,1125_40
4.204,80K,112.5%,1125_41
3.203,80K,112.5%,1125_42
4.013,80K,112.5%,1125_43
3.313,80K,112.5%,1125_44
3.856,80K,112.5%,1125_45
4.302,80K,112.5%,1125_46
4.189,80K,112.5%,1125_47
3.593,80K,112.5%,1125_48
4.547,80K,112.5%,1125_49
3.084,80K,112.5%,1125_50
5.133,80K,112.5%,1125_51
3.674,80K,112.5%,1125_52
3.439,80K,112.5%,1125_53
3.622,80K,112.5%,1125_54
8.907,80K,112.5%,1125_55
3.166,80K,112.5%,1125_56
6.359,80K,112.5%,1125_57
3.909,80K,112.5%,1125_58
4.207,80K,112.5%,1125_59
3.8,80K,112.5%,1125_60
2.896,80K,112.5%,1125_61
4.631,80K,112.5%,1125_62
4.623,80K,112.5%,1125_63
3.686,80K,112.5%,1125_64
3.623,80K,112.5%,1125_65
3.813,80K,112.5%,1125_66
3.31,80K,112.5%,1125_67
3.156,80K,112.5%,1125_68
3.392,80K,112.5%,1125_69
4.178,80K,112.5%,1125_70
4.691,80K,112.5%,1125_71
6.017,80K,112.5%,1125_72
3.746,80K,112.5%,1125_73
3.878,80K,112.5%,1125_74
4.018,80K,112.5%,1125_75
3.278,80K,112.5%,1125_76
5.982,80K,112.5%,1125_77
4.82,80K,112.5%,1125_78
3.622,80K,112.5%,1125_79
4.572,80K,112.5%,1125_80
5.553,80K,112.5%,1125_81
3.554,80K,112.5%,1125_82
3.904,80K,112.5%,1125_83
3.69,80K,112.5%,1125_84
3.165,80K,112.5%,1125_85
5.137,80K,112.5%,1125_86
3.565,80K,112.5%,1125_87
3.091,80K,112.5%,1125_88
3.868,80K,112.5%,1125_89
3.952,80K,112.5%,1125_90
3.487,80K,112.5%,1125_91
3.652,80K,112.5%,1125_92
3.452,80K,112.5%,1125_93
2.829,80K,112.5%,1125_94
3.112,80K,112.5%,1125_95
3.157,80K,112.5%,1125_96
3.935,80K,112.5%,1125_97
4.62,80K,112.5%,1125_98
4.589,80K,112.5%,1125_99
4.036,80K,125%,1250_0
4.358,80K,125%,1250_1
3.915,80K,125%,1250_2
3.676,80K,125%,1250_3
4.165,80K,125%,1250_4
4.868,80K,125%,1250_5
3.271,80K,125%,1250_6
4.085,80K,125%,1250_7
5.55,80K,125%,1250_8
4.84,80K,125%,1250_9
4.013,80K,125%,1250_10
4.903,80K,125%,1250_11
3.209,80K,125%,1250_12
3.63,80K,125%,1250_13
3.983,80K,125%,1250_14
3.501,80K,125%,1250_15
3.348,80K,125%,1250_16
4.775,80K,125%,1250_17
8.346,80K,125%,1250_18
4.699,80K,125%,1250_19
4.445,80K,125%,1250_20
3.674,80K,125%,1250_21
2.617,80K,125%,1250_22
4.122,80K,125%,1250_23
4.269,80K,125%,1250_24
4.303,80K,125%,1250_25
3.689,80K,125%,1250_26
4.829,80K,125%,1250_27
3.621,80K,125%,1250_28
4.022,80K,125%,1250_29
3.524,80K,125%,1250_30
4.307,80K,125%,1250_31
4.129,80K,125%,1250_32
4.832,80K,125%,1250_33
4.25,80K,125%,1250_34
3.901,80K,125%,1250_35
3.359,80K,125%,1250_36
3.396,80K,125%,1250_37
3.53,80K,125%,1250_38
3.583,80K,125%,1250_39
4.476,80K,125%,1250_40
4.341,80K,125%,1250_41
4.465,80K,125%,1250_42
13.536,80K,125%,1250_43
3.559,80K,125%,1250_44
3.597,80K,125%,1250_45
4.451,80K,125%,1250_46
4.336,80K,125%,1250_47
4.154,80K,125%,1250_48
4.13,80K,125%,1250_49
3.991,80K,125%,1250_50
4.163,80K,125%,1250_51
4.037,80K,125%,1250_52
3.249,80K,125%,1250_53
3.018,80K,125%,1250_54
3.246,80K,125%,1250_55
4.377,80K,125%,1250_56
3.425,80K,125%,1250_57
6.565,80K,125%,1250_58
4.157,80K,125%,1250_59
3.641,80K,125%,1250_60
3.601,80K,125%,1250_61
3.514,80K,125%,1250_62
4.121,80K,125%,1250_63
4.052,80K,125%,1250_64
1.662,80K,125%,1250_65
3.22,80K,125%,1250_66
6.219,80K,125%,1250_67
3.214,80K,125%,1250_68
4.324,80K,125%,1250_69
3.344,80K,125%,1250_70
3.278,80K,125%,1250_71
3.117,80K,125%,1250_72
4.621,80K,125%,1250_73
4.213,80K,125%,1250_74
8.17,80K,125%,1250_75
5.082,80K,125%,1250_76
3.625,80K,125%,1250_77
4.148,80K,125%,1250_78
5.003,80K,125%,1250_79
4.163,80K,125%,1250_80
4.475,80K,125%,1250_81
4.117,80K,125%,1250_82
3.756,80K,125%,1250_83
3.917,80K,125%,1250_84
4.329,80K,125%,1250_85
4.232,80K,125%,1250_86
3.868,80K,125%,1250_87
3.901,80K,125%,1250_88
3.904,80K,125%,1250_89
5.895,80K,125%,1250_90
4.308,80K,125%,1250_91
4.255,80K,125%,1250_92
3.637,80K,125%,1250_93
3.696,80K,125%,1250_94
3.745,80K,125%,1250_95
3.42,80K,125%,1250_96
4.461,80K,125%,1250_97
3.589,80K,125%,1250_98
3.853,80K,125%,1250_99
0.284,100K,12.5%,125_0
0.303,100K,12.5%,125_1
0.291,100K,12.5%,125_2
0.314,100K,12.5%,125_3
0.31,100K,12.5%,125_4
0.294,100K,12.5%,125_5
0.297,100K,12.5%,125_6
0.284,100K,12.5%,125_7
0.294,100K,12.5%,125_8
0.305,100K,12.5%,125_9
0.315,100K,12.5%,125_10
0.299,100K,12.5%,125_11
0.288,100K,12.5%,125_12
0.313,100K,12.5%,125_13
0.299,100K,12.5%,125_14
0.307,100K,12.5%,125_15
0.311,100K,12.5%,125_16
0.342,100K,12.5%,125_17
0.35,100K,12.5%,125_18
0.318,100K,12.5%,125_19
0.321,100K,12.5%,125_20
0.316,100K,12.5%,125_21
0.301,100K,12.5%,125_22
0.295,100K,12.5%,125_23
0.301,100K,12.5%,125_24
0.327,100K,12.5%,125_25
0.298,100K,12.5%,125_26
0.296,100K,12.5%,125_27
0.284,100K,12.5%,125_28
0.287,100K,12.5%,125_29
0.298,100K,12.5%,125_30
0.288,100K,12.5%,125_31
0.312,100K,12.5%,125_32
0.309,100K,12.5%,125_33
0.296,100K,12.5%,125_34
0.294,100K,12.5%,125_35
0.282,100K,12.5%,125_36
0.279,100K,12.5%,125_37
0.307,100K,12.5%,125_38
0.323,100K,12.5%,125_39
0.276,100K,12.5%,125_40
0.306,100K,12.5%,125_41
0.294,100K,12.5%,125_42
0.295,100K,12.5%,125_43
0.317,100K,12.5%,125_44
0.289,100K,12.5%,125_45
0.294,100K,12.5%,125_46
0.297,100K,12.5%,125_47
0.337,100K,12.5%,125_48
0.294,100K,12.5%,125_49
0.302,100K,12.5%,125_50
0.284,100K,12.5%,125_51
0.3,100K,12.5%,125_52
0.279,100K,12.5%,125_53
0.29,100K,12.5%,125_54
0.308,100K,12.5%,125_55
0.295,100K,12.5%,125_56
0.285,100K,12.5%,125_57
0.286,100K,12.5%,125_58
0.317,100K,12.5%,125_59
0.299,100K,12.5%,125_60
0.315,100K,12.5%,125_61
0.286,100K,12.5%,125_62
0.285,100K,12.5%,125_63
0.296,100K,12.5%,125_64
0.315,100K,12.5%,125_65
0.301,100K,12.5%,125_66
0.281,100K,12.5%,125_67
0.283,100K,12.5%,125_68
0.298,100K,12.5%,125_69
0.309,100K,12.5%,125_70
0.294,100K,12.5%,125_71
0.294,100K,12.5%,125_72
0.288,100K,12.5%,125_73
0.299,100K,12.5%,125_74
0.307,100K,12.5%,125_75
0.316,100K,12.5%,125_76
0.302,100K,12.5%,125_77
0.288,100K,12.5%,125_78
0.301,100K,12.5%,125_79
0.321,100K,12.5%,125_80
0.297,100K,12.5%,125_81
0.298,100K,12.5%,125_82
0.293,100K,12.5%,125_83
0.32,100K,12.5%,125_84
0.285,100K,12.5%,125_85
0.301,100K,12.5%,125_86
0.297,100K,12.5%,125_87
0.308,100K,12.5%,125_88
0.301,100K,12.5%,125_89
0.3,100K,12.5%,125_90
0.305,100K,12.5%,125_91
0.298,100K,12.5%,125_92
0.303,100K,12.5%,125_93
0.293,100K,12.5%,125_94
0.312,100K,12.5%,125_95
0.311,100K,12.5%,125_96
0.309,100K,12.5%,125_97
0.297,100K,12.5%,125_98
0.296,100K,12.5%,125_99
0.517,100K,25%,250_0
0.393,100K,25%,250_1
0.598,100K,25%,250_2
0.355,100K,25%,250_3
0.535,100K,25%,250_4
0.375,100K,25%,250_5
0.498,100K,25%,250_6
0.402,100K,25%,250_7
0.387,100K,25%,250_8
0.613,100K,25%,250_9
0.394,100K,25%,250_10
0.401,100K,25%,250_11
0.555,100K,25%,250_12
0.389,100K,25%,250_13
0.531,100K,25%,250_14
0.503,100K,25%,250_15
0.441,100K,25%,250_16
0.462,100K,25%,250_17
0.37,100K,25%,250_18
0.369,100K,25%,250_19
0.365,100K,25%,250_20
0.456,100K,25%,250_21
0.408,100K,25%,250_22
0.555,100K,25%,250_23
0.464,100K,25%,250_24
0.443,100K,25%,250_25
0.466,100K,25%,250_26
0.371,100K,25%,250_27
0.402,100K,25%,250_28
0.354,100K,25%,250_29
0.43,100K,25%,250_30
0.479,100K,25%,250_31
0.436,100K,25%,250_32
0.668,100K,25%,250_33
0.407,100K,25%,250_34
0.621,100K,25%,250_35
0.37,100K,25%,250_36
0.667,100K,25%,250_37
0.617,100K,25%,250_38
0.521,100K,25%,250_39
0.741,100K,25%,250_40
0.401,100K,25%,250_41
0.366,100K,25%,250_42
0.45,100K,25%,250_43
0.408,100K,25%,250_44
0.56,100K,25%,250_45
0.385,100K,25%,250_46
0.429,100K,25%,250_47
0.388,100K,25%,250_48
0.596,100K,25%,250_49
0.882,100K,25%,250_50
0.567,100K,25%,250_51
0.461,100K,25%,250_52
0.403,100K,25%,250_53
0.386,100K,25%,250_54
0.37,100K,25%,250_55
0.377,100K,25%,250_56
0.386,100K,25%,250_57
0.395,100K,25%,250_58
0.351,100K,25%,250_59
0.37,100K,25%,250_60
0.371,100K,25%,250_61
0.665,100K,25%,250_62
0.488,100K,25%,250_63
0.365,100K,25%,250_64
0.376,100K,25%,250_65
0.576,100K,25%,250_66
0.406,100K,25%,250_67
0.394,100K,25%,250_68
0.607,100K,25%,250_69
0.62,100K,25%,250_70
0.502,100K,25%,250_71
0.355,100K,25%,250_72
0.636,100K,25%,250_73
0.444,100K,25%,250_74
0.608,100K,25%,250_75
0.82,100K,25%,250_76
0.385,100K,25%,250_77
0.929,100K,25%,250_78
0.522,100K,25%,250_79
0.444,100K,25%,250_80
0.536,100K,25%,250_81
0.365,100K,25%,250_82
0.363,100K,25%,250_83
0.696,100K,25%,250_84
0.361,100K,25%,250_85
0.364,100K,25%,250_86
0.395,100K,25%,250_87
0.378,100K,25%,250_88
0.372,100K,25%,250_89
0.54,100K,25%,250_90
0.367,100K,25%,250_91
0.384,100K,25%,250_92
0.415,100K,25%,250_93
0.389,100K,25%,250_94
0.52,100K,25%,250_95
0.406,100K,25%,250_96
0.44,100K,25%,250_97
0.466,100K,25%,250_98
0.458,100K,25%,250_99
0.962,100K,37.5%,375_0
0.947,100K,37.5%,375_1
0.74,100K,37.5%,375_2
0.714,100K,37.5%,375_3
0.677,100K,37.5%,375_4
0.901,100K,37.5%,375_5
0.931,100K,37.5%,375_6
0.691,100K,37.5%,375_7
0.731,100K,37.5%,375_8
1.101,100K,37.5%,375_9
1.076,100K,37.5%,375_10
0.938,100K,37.5%,375_11
0.888,100K,37.5%,375_12
1.024,100K,37.5%,375_13
0.718,100K,37.5%,375_14
0.896,100K,37.5%,375_15
1.464,100K,37.5%,375_16
1.124,100K,37.5%,375_17
2.634,100K,37.5%,375_18
0.866,100K,37.5%,375_19
0.804,100K,37.5%,375_20
0.833,100K,37.5%,375_21
0.768,100K,37.5%,375_22
0.792,100K,37.5%,375_23
0.717,100K,37.5%,375_24
1.059,100K,37.5%,375_25
1.632,100K,37.5%,375_26
0.878,100K,37.5%,375_27
1.101,100K,37.5%,375_28
0.681,100K,37.5%,375_29
1.865,100K,37.5%,375_30
0.924,100K,37.5%,375_31
0.734,100K,37.5%,375_32
0.844,100K,37.5%,375_33
0.994,100K,37.5%,375_34
1.645,100K,37.5%,375_35
0.848,100K,37.5%,375_36
1.077,100K,37.5%,375_37
0.973,100K,37.5%,375_38
1.328,100K,37.5%,375_39
1.051,100K,37.5%,375_40
0.774,100K,37.5%,375_41
1.271,100K,37.5%,375_42
0.928,100K,37.5%,375_43
1.11,100K,37.5%,375_44
1.317,100K,37.5%,375_45
0.945,100K,37.5%,375_46
1.301,100K,37.5%,375_47
0.863,100K,37.5%,375_48
0.635,100K,37.5%,375_49
0.614,100K,37.5%,375_50
0.789,100K,37.5%,375_51
0.995,100K,37.5%,375_52
0.988,100K,37.5%,375_53
0.899,100K,37.5%,375_54
1.404,100K,37.5%,375_55
0.783,100K,37.5%,375_56
0.838,100K,37.5%,375_57
1.051,100K,37.5%,375_58
1.009,100K,37.5%,375_59
0.865,100K,37.5%,375_60
0.942,100K,37.5%,375_61
0.915,100K,37.5%,375_62
1.043,100K,37.5%,375_63
1.086,100K,37.5%,375_64
1.816,100K,37.5%,375_65
0.661,100K,37.5%,375_66
0.646,100K,37.5%,375_67
0.846,100K,37.5%,375_68
1.199,100K,37.5%,375_69
0.642,100K,37.5%,375_70
0.758,100K,37.5%,375_71
0.893,100K,37.5%,375_72
1.157,100K,37.5%,375_73
0.896,100K,37.5%,375_74
0.988,100K,37.5%,375_75
0.731,100K,37.5%,375_76
1.187,100K,37.5%,375_77
0.984,100K,37.5%,375_78
0.698,100K,37.5%,375_79
0.776,100K,37.5%,375_80
0.842,100K,37.5%,375_81
0.579,100K,37.5%,375_82
0.659,100K,37.5%,375_83
0.955,100K,37.5%,375_84
0.533,100K,37.5%,375_85
0.747,100K,37.5%,375_86
0.658,100K,37.5%,375_87
0.675,100K,37.5%,375_88
1.072,100K,37.5%,375_89
0.899,100K,37.5%,375_90
0.977,100K,37.5%,375_91
1.018,100K,37.5%,375_92
0.873,100K,37.5%,375_93
0.779,100K,37.5%,375_94
0.658,100K,37.5%,375_95
0.784,100K,37.5%,375_96
1.053,100K,37.5%,375_97
0.793,100K,37.5%,375_98
1.044,100K,37.5%,375_99
1.019,100K,50%,500_0
1.319,100K,50%,500_1
2.522,100K,50%,500_2
1.09,100K,50%,500_3
1.343,100K,50%,500_4
2.089,100K,50%,500_5
1.608,100K,50%,500_6
1.442,100K,50%,500_7
1.294,100K,50%,500_8
1.655,100K,50%,500_9
1.364,100K,50%,500_10
1.253,100K,50%,500_11
1.428,100K,50%,500_12
1.278,100K,50%,500_13
1.063,100K,50%,500_14
1.222,100K,50%,500_15
1.226,100K,50%,500_16
1.366,100K,50%,500_17
1.45,100K,50%,500_18
2.999,100K,50%,500_19
1.59,100K,50%,500_20
1.123,100K,50%,500_21
1.252,100K,50%,500_22
1.673,100K,50%,500_23
1.754,100K,50%,500_24
1.621,100K,50%,500_25
1.666,100K,50%,500_26
1.31,100K,50%,500_27
2.156,100K,50%,500_28
1.299,100K,50%,500_29
1.74,100K,50%,500_30
1.367,100K,50%,500_31
1.503,100K,50%,500_32
1.278,100K,50%,500_33
2.336,100K,50%,500_34
1.246,100K,50%,500_35
1.496,100K,50%,500_36
1.973,100K,50%,500_37
1.663,100K,50%,500_38
1.2,100K,50%,500_39
1.451,100K,50%,500_40
1.705,100K,50%,500_41
1.377,100K,50%,500_42
1.108,100K,50%,500_43
1.157,100K,50%,500_44
1.457,100K,50%,500_45
1.277,100K,50%,500_46
1.29,100K,50%,500_47
1.41,100K,50%,500_48
1.382,100K,50%,500_49
1.683,100K,50%,500_50
1.301,100K,50%,500_51
1.521,100K,50%,500_52
1.8,100K,50%,500_53
1.371,100K,50%,500_54
1.488,100K,50%,500_55
1.147,100K,50%,500_56
1.554,100K,50%,500_57
1.145,100K,50%,500_58
1.419,100K,50%,500_59
1.412,100K,50%,500_60
1.681,100K,50%,500_61
1.176,100K,50%,500_62
1.339,100K,50%,500_63
1.129,100K,50%,500_64
1.267,100K,50%,500_65
1.429,100K,50%,500_66
1.546,100K,50%,500_67
1.644,100K,50%,500_68
1.304,100K,50%,500_69
1.309,100K,50%,500_70
1.31,100K,50%,500_71
1.18,100K,50%,500_72
1.217,100K,50%,500_73
1.569,100K,50%,500_74
1.807,100K,50%,500_75
1.609,100K,50%,500_76
1.309,100K,50%,500_77
1.237,100K,50%,500_78
1.618,100K,50%,500_79
1.286,100K,50%,500_80
1.408,100K,50%,500_81
1.457,100K,50%,500_82
1.474,100K,50%,500_83
1.082,100K,50%,500_84
1.598,100K,50%,500_85
1.198,100K,50%,500_86
1.858,100K,50%,500_87
1.166,100K,50%,500_88
1.491,100K,50%,500_89
1.6,100K,50%,500_90
1.465,100K,50%,500_91
1.32,100K,50%,500_92
1.388,100K,50%,500_93
1.445,100K,50%,500_94
1.368,100K,50%,500_95
1.42,100K,50%,500_96
1.496,100K,50%,500_97
1.328,100K,50%,500_98
1.781,100K,50%,500_99
1.779,100K,62.5%,625_0
2.275,100K,62.5%,625_1
